On-Time Staus of Flight,DESTMARK,DESTGEO,TERM,STRATA,ATYPE,AIRLINE,DEST,GATE,INTDATE,Q1,Q1A,Q1MIL,DEPTIME,PASSTIME,PASSMIN,Q2_1,Q3_1,Q4A,Q4B,Q4C,Q5,Q6,Q7,SAQ,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8G,Q8H,Q8I,Q8J,Q8K,Q8L,Q8M,Q8N,Q10A,Q10B,Q10C,Q10D,Q10E,Q10F,Q11,Q12,Q13,Q13A1,Q13A2,Q13A3,Q14,Q15A,Q15B,Q16,Q17,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19,Q20,Q21,MAIL,LANG
1,2,8,4,2,2,39,SEOUL,3,13,110000,1,11:00,13:10,2:10,130,2,2,1,0,0,2,1,4,2,4,2,4,3,3,3,3,3,2,3,4,3,6,6,5,4,4,3,4,4,3,2,,,,,1,4,3,2,1,CA,94538,US,3,2,1,1,1,1
1,2,8,4,2,2,39,SEOUL,3,13,110000,1,11:00,13:10,2:10,130,3,1,1,1,2,2,2,3,2,4,6,5,4,5,4,5,5,4,3,2,3,4,4,5,5,5,5,5,5,4,2,,,,,1,3,4,2,1,CA,94538,US,3,2,1,1,1,1
1,2,8,4,2,2,39,SEOUL,3,13,,3,N,13:10,N,,2,1,1,1,2,2,1,2,2,4,2,4,3,3,3,3,3,2,3,4,3,2,3,0,0,0,0,0,0,5,3,,,,,1,3,3,3,1,CA,94538,US,3,2,1,1,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,10000,2,13:00,14:30,1:30,90,3,1,1,1,2,0,0,3,1,6,6,5,4,5,5,6,6,4,1,6,6,6,4,4,4,6,6,6,5,5,2,,,,,4,5,5,2,3,FL,34205,US,12,7,2,5,1,1
1,2,8,4,2,2,39,SEOUL,3,13,103000,1,10:30,13:10,2:40,160,2,6,1,2,2,2,2,2,2,6,6,6,4,4,3,3,6,5,6,6,6,6,4,5,6,6,6,6,4,4,1,3,12,,,5,5,5,2,1,CA,94123,US,1,2,2,5,1,1
1,2,8,4,2,2,39,SEOUL,3,13,,3,N,13:10,N,,2,3,2,1,1,0,0,3,2,4,4,3,4,4,4,4,4,3,6,6,3,6,4,4,4,4,4,4,4,4,1,2,,,,11,6,3,2,4,CO,,US,10,1,2,3,1,1
1,2,8,4,2,2,39,SEOUL,3,13,90000,1,9:00,13:10,4:10,250,2,3,2,1,1,2,2,3,2,5,3,2,5,5,5,5,5,6,6,5,6,6,3,5,6,5,6,4,4,4,1,3,,,,11,3,2,2,4,CO,,US,10,2,2,0,1,1
1,2,8,4,2,2,39,SEOUL,3,13,103000,1,10:30,13:10,2:40,160,2,8,1,2,2,1,1,1,2,2,1,1,4,4,3,3,3,4,3,2,4,2,3,4,3,3,3,2,2,4,2,,,,,12,5,5,2,2,CA,96002,US,10,2,1,2,1,1
1,2,8,4,2,2,39,SEOUL,3,13,103000,1,10:30,13:10,2:40,160,2,5,1,1,1,2,2,3,2,2,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,1,4,5,,,2,5,5,2,1,CA,4549,US,5,3,2,2,1,1
1,2,8,4,2,2,39,SEOUL,3,13,103000,1,10:30,13:10,2:40,160,1,4,1,1,1,1,2,3,2,4,4,4,4,4,3,4,4,5,3,4,3,3,4,4,3,3,3,4,4,5,1,4,5,,,2,4,3,2,1,CA,94582,US,5,3,1,4,1,1
1,2,8,4,2,2,39,SEOUL,3,13,,3,N,13:10,N,,3,3,1,0,0,2,2,1,2,0,0,0,5,5,5,0,5,5,5,0,0,0,5,5,0,0,0,0,5,0,0,,,,,11,0,0,0,4,SC,29420,US,12,5,2,2,1,1
1,2,8,4,2,2,39,SEOUL,3,13,103000,1,10:30,13:10,2:40,160,3,8,1,2,2,2,2,1,2,3,2,4,4,4,4,4,4,4,3,4,6,6,5,5,6,5,6,6,4,5,2,,,,,5,5,5,3,3,,,SOUTH KOREA,16,2,2,0,1,1
1,2,8,4,2,2,39,SEOUL,3,13,91500,1,9:15,13:10,3:55,235,3,1,1,2,2,2,2,1,2,4,4,4,5,5,4,3,3,5,5,5,4,4,5,4,4,3,6,4,4,5,2,,,,,14,4,4,2,2,CA,95843,US,10,5,2,3,1,1
1,2,8,4,2,2,39,SEOUL,3,13,103000,1,10:30,13:10,2:40,160,3,6,1,2,2,2,2,2,2,4,3,3,4,4,4,3,3,6,6,6,6,6,4,4,6,6,6,6,4,4,2,,,,,5,3,3,2,1,CA,94123,US,1,2,2,0,1,1
1,2,8,4,2,2,39,SEOUL,3,13,110000,1,11:00,13:10,2:10,130,2,2,1,2,2,1,2,1,2,3,3,3,4,4,4,4,4,4,4,4,4,0,4,5,5,5,5,5,4,4,2,,,,,5,5,5,2,2,CA,95677,US,10,2,2,1,1,1
1,2,8,4,2,2,39,SEOUL,3,13,103000,1,10:30,13:10,2:40,160,6,2,1,1,1,1,1,2,2,3,3,0,4,4,3,0,4,2,2,2,0,2,4,4,4,3,2,3,3,3,2,,,,,1,5,4,2,1,CA,94605,US,3,4,2,1,1,1
1,2,8,4,2,2,39,SEOUL,3,13,112100,1,11:21,13:10,1:49,109,4,11,1,1,2,2,2,3,2,5,4,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,,,,5,5,5,2,1,CA,94107,US,1,2,2,3,1,1
1,2,8,4,2,2,39,SEOUL,3,13,93000,1,9:30,13:10,3:40,220,1,3,1,1,2,2,2,2,2,5,4,4,3,4,5,4,5,5,4,5,5,5,4,4,5,4,4,5,4,4,1,3,,,,11,4,4,2,4,,,CHINA,16,3,1,1,1,1
1,2,8,4,2,2,39,SEOUL,3,13,112000,1,11:20,13:10,1:50,110,3,2,1,1,2,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,,,,,5,0,2,2,1,CA,94118,US,1,5,1,0,1,1
1,2,8,4,2,2,39,SEOUL,3,13,91000,1,9:10,13:10,4:00,240,2,6,0,1,0,2,1,1,0,5,4,4,5,5,5,5,5,5,5,5,5,6,5,5,6,4,6,4,5,4,2,,,,,5,5,5,2,1,CA,94115,US,1,3,1,0,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,124000,1,12:40,14:30,1:50,110,1,6,1,1,2,0,0,1,1,6,6,3,3,6,4,6,6,3,6,6,6,6,2,2,6,6,6,6,2,4,2,,,,,5,3,1,1,3,FL,33713,US,12,3,2,2,1,1
1,4,1,3,3,1,28,LOS ANGELES,87,14,70000,2,19:00,21:08,2:08,128,3,3,0,0,1,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,,,,,11,0,0,0,4,CA,95503,US,10,3,1,3,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,10000,2,13:00,14:30,1:30,90,2,4,2,2,1,0,0,4,1,4,5,4,4,4,4,6,6,4,6,6,6,6,4,4,6,6,6,4,4,5,2,,,,,6,5,4,2,3,IL,60201,US,11,3,1,0,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,10000,2,13:00,14:30,1:30,90,1,4,2,2,2,0,0,1,1,5,6,3,5,5,5,6,6,5,6,6,6,6,5,5,6,6,6,6,5,5,2,,,,,5,5,5,2,3,IL,60448,US,11,5,1,2,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,10000,2,13:00,14:30,1:30,90,2,2,1,2,2,0,0,1,1,5,6,6,4,4,4,6,6,4,6,6,6,6,0,2,6,6,6,6,4,4,2,,,,,6,4,5,2,3,FL,33764,US,12,6,2,2,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,123000,2,12:30,14:30,2:00,120,3,2,2,2,2,2,2,3,0,4,4,4,4,4,4,6,6,4,2,4,4,6,4,5,5,5,5,5,5,5,2,,,,,3,5,3,2,3,IL,,US,11,4,2,2,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,120000,2,12:00,14:30,2:30,150,1,2,0,1,0,2,2,2,1,5,5,5,4,4,3,3,3,4,3,3,3,3,4,5,5,5,5,5,4,4,2,,,,,4,5,5,2,3,IL,,US,11,3,1,3,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,123000,2,12:30,14:30,2:00,120,8,2,1,2,2,2,2,1,0,3,3,3,3,3,3,6,6,6,6,6,6,6,3,3,6,6,6,6,2,3,2,,,,,3,3,4,2,3,FL,33810,US,12,6,2,2,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,12000,2,13:20,14:30,1:10,70,2,3,2,2,2,2,2,1,0,2,3,3,4,4,4,6,6,6,6,6,6,6,2,4,6,6,6,4,4,5,2,,,,,11,5,6,2,4,IL,60608,US,11,3,1,4,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,10000,2,13:00,14:30,1:30,90,2,5,1,1,1,2,2,2,0,6,3,6,4,6,6,6,6,6,6,6,6,6,3,4,6,6,6,3,3,5,2,,,,,5,0,0,0,3,FL,,US,12,4,1,1,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,13000,2,13:30,14:30,1:00,60,3,9,1,0,0,1,2,1,0,2,3,3,1,3,3,6,6,2,6,4,6,2,0,4,6,5,4,3,4,5,2,,,,,5,4,4,2,3,IL,90517,US,11,6,0,0,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,113000,1,11:30,14:30,3:00,180,1,1,2,2,1,1,1,0,0,4,4,4,4,4,4,4,4,6,4,6,6,6,6,3,3,3,3,3,3,4,1,5,,,,14,0,0,2,2,,,,10,5,2,3,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,14500,2,13:45,14:30,0:45,45,2,9,2,1,2,2,2,2,0,3,3,2,4,4,4,6,6,3,3,4,6,4,3,4,6,5,4,6,3,5,2,,,,,4,4,4,2,3,IL,60613,US,11,3,2,0,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,120000,2,12:00,14:30,2:30,150,2,2,2,1,2,2,2,3,0,5,5,5,5,4,5,5,4,5,5,5,4,4,4,3,3,3,3,3,2,3,2,,,,,5,3,3,2,3,IL,60616,US,11,3,2,3,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,,3,N,14:30,N,,2,2,2,2,2,1,2,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,2,,,,,5,2,5,2,3,IL,60610,US,11,4,1,0,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,13000,2,13:30,14:30,1:00,60,2,2,1,1,1,2,2,1,0,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,3,3,3,3,3,4,2,,,,,5,3,4,2,3,IL,60640,US,11,4,1,3,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,120000,2,12:00,14:30,2:30,150,2,9,1,2,1,2,2,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,,,,,5,3,3,2,3,,,,99,4,2,3,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,10000,2,13:00,14:30,1:30,90,1,3,1,0,0,2,2,2,0,3,3,3,5,5,5,5,5,4,4,4,6,6,4,4,6,4,4,4,4,5,2,,,,,11,5,5,2,4,IL,60201,US,11,3,1,3,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,123000,2,12:30,14:30,2:00,120,2,9,1,2,2,2,2,1,0,4,6,6,4,4,4,6,6,4,6,5,6,2,4,4,6,5,4,6,4,4,2,,,,,12,3,3,2,3,IL,,US,11,5,0,4,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,11500,2,13:15,14:30,1:15,75,3,2,1,0,0,2,2,2,0,5,4,5,5,5,5,5,5,5,5,5,0,0,5,5,0,0,0,5,4,5,2,,,,,5,5,5,2,3,FL,33870,US,12,5,2,2,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,123000,2,12:30,14:30,2:00,120,2,8,1,2,1,2,2,1,0,6,3,3,3,3,6,6,6,6,6,6,6,6,3,3,6,6,6,6,3,4,2,,,,,5,4,4,2,3,IL,,US,11,3,2,2,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,23,13,120500,2,12:05,14:30,2:25,145,3,4,1,2,1,2,2,1,0,2,3,2,4,3,4,6,6,6,6,6,6,6,3,4,6,6,6,1,3,4,2,,,,,5,4,3,2,3,IL,60601,US,11,3,1,3,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,13000,2,13:30,16:45,3:15,195,2,6,1,1,1,0,0,2,1,4,4,5,5,5,5,6,6,4,6,6,6,6,5,5,6,6,6,5,4,5,2,,,,,5,5,5,2,3,,,UK,15,6,2,5,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,123000,2,12:30,16:45,4:15,255,2,4,1,2,2,0,0,1,1,5,6,6,4,4,5,6,6,5,6,6,6,6,4,5,6,6,6,6,6,5,2,,,,,5,5,5,2,3,,,UK,15,3,1,1,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,10000,2,13:00,16:45,3:45,225,2,4,1,1,1,0,0,1,1,6,3,3,3,4,1,6,6,4,6,6,6,6,3,4,6,6,6,3,6,5,2,,,,,5,4,4,1,3,,,UK,15,7,1,5,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,21500,2,14:15,16:45,2:30,150,2,6,2,1,2,0,0,2,1,4,6,6,4,5,5,6,6,5,6,6,6,6,4,5,6,6,6,6,4,4,2,,,,,7,5,4,2,1,CA,94022,US,4,7,2,2,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,13000,2,13:30,16:45,3:15,195,2,2,1,1,2,0,0,1,1,5,6,5,5,5,5,6,6,4,6,6,6,6,5,5,6,6,6,6,5,5,2,,,,,2,5,5,2,1,CA,94553,US,5,7,2,2,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,14000,2,13:40,16:45,3:05,185,4,2,1,1,2,0,0,1,1,6,6,3,4,5,4,6,6,4,6,6,6,6,5,5,6,6,6,6,5,3,1,4,,,,19,5,3,2,2,CA,95926,US,10,2,2,0,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,13000,2,13:30,16:45,3:15,195,8,4,1,1,1,2,2,1,2,6,6,6,4,4,4,4,4,6,6,6,6,6,3,3,6,6,1,6,3,0,1,3,,,,5,3,2,2,0,,,,99,0,0,0,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,20000,2,14:00,16:45,2:45,165,2,2,1,1,2,2,2,1,2,4,6,3,4,5,3,6,6,5,6,6,6,6,4,5,6,6,6,6,5,5,2,,,,,14,5,1,1,2,CA,95833,US,10,7,1,0,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,20000,2,14:00,16:45,2:45,165,2,7,1,1,1,2,2,1,2,4,2,2,5,5,4,6,6,6,6,6,6,6,3,4,6,6,6,3,3,5,2,,,,,5,5,5,2,3,,,UK,15,2,2,2,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,123000,2,12:30,16:45,4:15,255,3,2,1,0,1,2,2,2,2,3,4,4,4,5,5,4,4,5,4,4,5,5,4,5,6,6,6,4,5,5,2,,,,,1,5,0,2,3,,,IRELAND,15,6,1,1,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,23000,2,14:30,16:45,2:15,135,1,2,2,1,2,2,2,3,2,4,6,4,4,4,4,6,6,4,6,4,6,4,4,4,6,4,4,6,4,4,2,,,,,5,5,5,2,3,NY,10011,US,12,3,1,4,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,20000,2,14:00,16:45,2:45,165,2,4,1,1,1,2,2,1,2,6,4,5,5,4,5,6,6,6,6,6,6,6,5,5,6,6,6,5,5,5,2,,,,,5,5,5,2,3,,,UK,15,6,1,0,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,123000,2,12:30,16:45,4:15,255,2,3,1,2,1,2,2,2,2,5,3,6,4,4,4,6,6,6,6,6,6,6,4,4,6,6,6,4,4,4,2,,,,,11,5,5,2,4,HI,96817,US,10,7,1,3,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,20000,2,14:00,16:45,2:45,165,3,2,1,2,1,1,2,1,2,3,3,3,4,3,3,6,6,4,4,6,6,6,3,4,5,6,6,4,4,4,2,,,,,12,5,5,2,3,NV,89449,US,10,3,1,2,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,20000,2,14:00,16:45,2:45,165,2,7,1,1,0,2,2,1,2,0,4,4,3,4,4,3,3,4,4,4,4,6,4,4,6,4,6,4,5,5,2,,,,,12,5,5,2,2,CA,96093,US,10,7,2,2,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,20000,2,14:00,16:45,2:45,165,1,4,1,1,1,2,2,2,2,3,1,1,4,3,3,3,3,3,3,6,6,6,3,4,4,4,4,4,4,3,2,,,,,12,5,5,0,3,,,UK,15,3,1,4,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,20000,2,14:00,16:45,2:45,165,2,8,1,2,2,2,2,1,2,4,6,6,4,4,4,5,5,5,6,6,6,6,4,5,6,6,6,6,5,5,3,,,,,7,5,5,2,1,CA,94087,US,4,7,1,4,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,13000,2,13:30,16:45,3:15,195,3,1,1,1,2,2,2,3,2,4,3,3,5,5,5,6,6,4,4,5,5,6,4,5,3,5,6,4,3,5,2,,,,,1,5,4,2,1,CA,94609,US,3,4,2,4,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,123000,2,12:30,16:45,4:15,255,1,9,1,1,1,1,2,1,2,3,2,2,4,5,3,6,6,3,6,5,6,5,3,5,6,5,5,5,4,5,2,,,,,7,4,4,2,3,,,UK,15,5,1,3,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,,2,N,16:45,N,,2,2,1,2,1,0,0,1,2,3,3,4,5,5,4,4,4,6,6,6,6,6,4,5,6,6,6,4,5,4,2,,,,,5,5,4,2,3,,,FRANCE,15,6,1,1,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,21500,2,14:15,16:45,2:30,150,1,2,1,2,1,2,2,3,2,3,3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,4,4,4,3,4,1,5,5,,,7,3,3,2,1,CA,95014,US,4,3,1,4,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,123000,2,12:30,16:45,4:15,255,2,8,1,1,1,1,2,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,3,3,4,2,,,,,5,5,5,2,3,,,FRANCE,15,7,1,0,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,24500,2,14:45,16:45,2:00,120,1,5,1,1,2,1,2,1,2,6,6,0,3,3,3,3,3,6,6,4,6,6,4,4,6,4,6,6,3,5,2,,,,,5,5,5,2,3,,,UK,15,3,1,2,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,123000,2,12:30,16:45,4:15,255,2,8,1,2,1,1,1,0,2,4,4,4,4,5,4,0,4,0,0,0,0,0,4,5,0,0,0,4,4,4,0,,,,,5,0,0,2,3,,,FRANCE,15,7,1,0,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,20000,2,14:00,16:45,2:45,165,2,5,1,1,1,1,2,3,2,5,5,3,4,4,5,6,6,5,5,6,5,6,5,5,3,6,6,4,3,5,2,,,,,3,5,5,2,1,CA,94941,US,6,5,2,4,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,24000,2,14:40,16:45,2:05,125,2,9,1,1,2,1,2,1,2,3,2,3,3,3,3,6,6,3,6,3,6,5,3,4,6,4,4,6,4,3,2,,,,,2,3,4,2,3,,,UK,15,3,2,3,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,13000,2,13:30,16:45,3:15,195,2,2,1,2,2,0,0,1,2,3,4,4,3,4,4,3,4,4,4,4,4,6,4,5,6,6,6,4,4,4,2,,,,,7,5,5,2,1,CA,94306,US,4,7,2,1,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,120000,2,12:00,16:45,4:45,285,2,8,1,0,1,1,2,1,2,6,3,6,6,4,4,4,4,6,6,6,6,6,4,4,6,6,6,4,4,3,2,,,,,5,6,6,2,3,,,FRANCE,15,6,0,0,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,121500,2,12:15,16:45,4:30,270,2,8,1,1,1,1,2,1,2,4,4,4,4,4,4,4,4,6,6,6,6,6,4,5,6,6,6,4,5,5,2,,,,,5,5,5,2,3,,,FRANCE,15,7,1,2,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,121500,2,12:15,16:45,4:30,270,2,8,1,1,1,2,2,2,2,3,3,3,4,4,3,4,3,0,0,0,0,0,4,5,6,6,6,4,4,4,2,,,,,5,6,4,2,3,,,FRANCE,15,7,1,0,1,1
1,4,6,4,2,2,9,LONDON-HEATH,6,13,123000,2,12:30,16:45,4:15,255,8,8,1,1,1,2,2,1,2,4,3,3,4,4,5,5,5,4,6,6,6,6,4,3,6,6,6,4,4,4,3,,,,,12,4,4,2,3,,,FRANCE,15,7,1,1,1,1
1,4,1,1,1,1,29,PHOENIX,26,14,40300,1,4:03,6:00,1:57,117,1,2,2,2,1,2,2,3,1,6,3,6,5,6,5,6,6,5,6,2,6,6,4,4,6,5,6,5,5,5,2,,,,,5,5,5,2,1,CA,94102,US,1,7,1,0,1,1
1,4,1,1,1,1,29,PHOENIX,26,14,42000,1,4:20,6:00,1:40,100,3,7,2,2,1,2,2,1,1,6,6,6,4,6,4,6,6,6,6,6,6,6,5,4,6,6,6,6,3,5,2,,,,,5,4,5,2,3,MO,63126,US,11,5,2,2,1,1
1,4,1,1,1,1,29,PHOENIX,26,14,120000,1,12:00,6:00,6:00,360,1,5,1,2,2,2,2,3,1,3,5,5,5,5,5,6,6,5,6,5,6,6,5,5,6,5,6,5,5,4,2,,,,,1,5,5,2,1,CA,94705,US,3,6,1,3,1,1
1,4,1,1,1,1,29,PHOENIX,26,14,42000,1,4:20,6:00,1:40,100,2,4,1,2,2,2,2,1,1,4,4,3,3,3,3,3,3,3,6,6,6,6,3,4,6,6,6,3,3,4,2,,,,,5,4,4,2,3,AB,,CANADA,13,5,1,4,1,1
1,4,1,1,1,1,29,PHOENIX,26,14,42000,1,4:20,6:00,1:40,100,2,6,2,1,2,2,2,1,1,6,6,6,4,3,3,6,6,6,6,6,6,6,3,3,6,6,6,6,6,5,2,,,,,5,5,5,2,3,IL,85345,US,11,4,1,2,1,1
1,4,1,1,1,1,29,PHOENIX,26,14,40000,1,4:00,6:00,2:00,120,1,1,0,1,0,2,2,5,2,5,4,4,4,4,4,3,3,3,3,6,4,3,4,4,4,6,4,4,4,5,2,,,,,5,4,4,2,1,CA,94127,US,1,7,1,4,1,1
1,4,1,1,1,1,29,PHOENIX,26,14,43000,1,4:30,6:00,1:30,90,2,4,0,0,1,2,2,1,2,3,3,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,2,,,,,5,3,3,2,3,NY,,US,12,2,1,2,1,1
1,4,1,1,1,1,29,PHOENIX,26,14,50000,1,5:00,6:00,1:00,60,2,8,2,1,2,2,2,1,2,5,6,5,5,6,5,6,6,5,6,6,6,6,5,5,6,6,6,6,5,5,2,,,,,5,5,2,1,3,MO,63113,US,11,4,2,2,1,1
1,4,1,1,1,1,29,PHOENIX,26,14,101500,2,22:15,6:00,7:45,465,2,3,2,2,1,2,2,1,2,5,5,5,5,5,5,5,5,0,0,0,0,0,5,5,0,0,0,0,5,5,2,,,,,11,5,5,2,4,CA,92262,US,10,6,1,1,1,1
3,4,1,1,1,1,29,LAS VEGAS,26,14,53000,1,5:30,7:00,1:30,90,1,1,2,2,1,2,2,2,1,5,4,4,4,5,5,4,5,5,6,6,6,4,5,5,6,6,6,5,5,4,2,,,,,5,5,5,2,1,CA,94123,US,1,6,2,0,1,1
3,4,1,1,1,1,29,LAS VEGAS,26,14,50000,1,5:00,7:00,2:00,120,3,2,2,2,2,2,2,3,1,3,3,4,3,3,5,6,3,2,4,3,3,6,3,4,3,4,6,4,3,4,2,,,,,5,5,4,2,3,NV,89113,US,10,2,1,1,1,1
3,4,1,1,1,1,29,LAS VEGAS,26,14,54500,1,5:45,7:00,1:15,75,1,2,2,2,2,2,2,4,1,4,4,4,5,5,5,6,6,5,4,5,6,6,5,4,6,5,6,4,4,5,2,,,,,6,5,5,2,1,CA,94306,US,4,5,1,4,1,1
4,4,1,1,1,1,25,LAS VEGAS,21,14,72000,1,7:20,9:05,1:45,105,2,1,1,2,2,2,2,3,1,5,6,4,4,5,3,6,6,5,3,4,6,6,4,2,4,6,6,6,4,5,1,3,5,,,5,5,5,2,1,CA,94107,US,1,4,2,3,1,1
4,4,1,1,1,1,25,LAS VEGAS,21,14,70000,1,7:00,9:05,2:05,125,2,4,1,2,2,2,2,1,1,6,6,6,4,5,5,6,6,5,4,6,6,6,4,4,6,6,6,6,5,5,2,,,,,7,5,5,2,3,,,INDIA,16,4,2,1,1,1
4,4,1,1,1,1,25,LAS VEGAS,21,14,54500,1,5:45,9:05,3:20,200,2,6,1,2,2,2,2,1,1,6,6,6,3,6,4,6,6,6,6,6,6,6,3,5,6,6,6,6,3,5,2,,,,,5,5,1,2,3,NM,87105,US,10,2,2,3,1,1
4,4,1,1,1,1,25,LAS VEGAS,21,14,64500,1,6:45,9:05,2:20,140,3,2,2,2,2,2,2,3,1,3,6,4,3,4,5,6,6,3,6,5,6,6,4,3,6,3,6,6,3,4,2,,,,,5,5,5,2,3,CA,92107,US,10,2,2,1,1,1
4,4,1,1,1,1,25,LAS VEGAS,21,14,70000,1,7:00,9:05,2:05,125,2,2,1,2,2,2,2,1,1,4,6,6,5,6,6,5,5,5,6,6,6,6,5,4,6,6,6,6,4,5,2,,,,,7,4,5,2,3,KS,66763,US,11,7,2,1,1,1
4,4,1,1,1,1,25,LAS VEGAS,21,14,53000,1,5:30,9:05,3:35,215,1,5,1,2,1,2,2,2,1,6,3,6,5,4,3,2,3,6,6,4,6,6,3,3,6,5,6,4,3,4,2,,,,,5,5,1,1,1,CA,94118,US,1,2,1,2,1,1
4,4,1,1,1,1,25,LAS VEGAS,21,14,71500,1,7:15,9:05,1:50,110,2,2,2,3,1,2,2,1,1,6,6,6,5,6,5,6,5,3,6,6,6,6,5,4,6,6,6,6,5,5,2,,,,,1,5,5,1,3,UT,84107,US,10,3,1,0,1,1
4,4,1,1,1,1,25,LAS VEGAS,21,14,72000,1,7:20,9:05,1:45,105,2,8,2,2,2,2,2,1,1,3,6,6,2,4,3,6,6,6,6,6,6,6,3,3,6,6,6,6,6,2,2,,,,,6,3,3,2,3,UT,84103,US,10,4,1,0,1,1
4,4,1,1,1,1,25,LAS VEGAS,21,14,53000,1,5:30,9:05,3:35,215,2,2,2,2,2,2,2,1,1,4,6,6,3,4,4,6,4,4,6,6,6,6,4,4,6,6,6,6,4,5,2,,,,,3,3,4,1,3,IL,60625,US,11,4,1,4,1,1
4,4,1,1,1,1,25,LAS VEGAS,21,14,70000,1,7:00,9:05,2:05,125,2,4,2,1,2,2,2,1,1,6,6,5,5,5,5,6,5,5,6,6,6,6,4,5,6,6,6,6,6,5,2,,,,,5,5,4,2,3,MO,64083,US,11,3,1,3,1,1
4,4,1,1,1,1,25,LAS VEGAS,21,14,73500,1,7:35,9:05,1:30,90,2,9,1,2,2,2,2,1,2,3,4,3,5,5,5,4,4,5,6,5,6,5,4,4,6,5,4,4,4,5,2,,,,,5,5,5,2,3,MO,63376,US,11,4,2,2,1,1
